cliente_id;idade;genero;uf;data_cadastro;faixa_etaria;dias_desde_cadastro;regiao
8950;32;F;PR;2025-02-22;26-35;401;Sul
8951;46;F;SP;2021-11-24;46-55;1587;Sudeste
8952;60;F;RJ;2025-06-28;55+;275;Sudeste
8953;43;F;MG;2021-12-12;36-45;1569;Sudeste
8954;61;M;SP;2023-07-12;55+;992;Sudeste
8955;19;F;ES;2021-04-07;18-25;1818;Sudeste
8956;37;M;SC;2022-09-29;36-45;1278;Sul
8957;32;M;ES;2021-07-02;26-35;1732;Sudeste
8958;21;M;PR;2024-09-12;18-25;564;Sul
8959;39;F;ES;2025-05-09;36-45;325;Sudeste
8960;55;F;PR;2023-03-25;46-55;1101;Sul
8961;40;F;RJ;2025-08-27;36-45;215;Sudeste
8962;43;F;SC;2023-06-15;36-45;1019;Sul
8963;28;M;ES;2022-10-23;26-35;1254;Sudeste
8964;45;F;PR;2023-08-03;36-45;970;Sul
8965;19;M;ES;2023-03-13;18-25;1113;Sudeste
8966;25;F;PR;2022-01-13;18-25;1537;Sul
8967;46;M;RS;2024-01-16;46-55;804;Sul
8968;28;F;SC;2025-08-25;26-35;217;Sul
8969;54;F;SC;2022-11-11;46-55;1235;Sul
8970;35;F;SP;2024-03-04;26-35;756;Sudeste
8971;31;M;PR;2021-03-31;26-35;1825;Sul
8972;27;F;MG;2022-05-03;26-35;1427;Sudeste
8973;52;F;RJ;2023-03-31;46-55;1095;Sudeste
8974;26;F;SP;2025-06-05;26-35;298;Sudeste
8975;52;F;RJ;2023-05-13;46-55;1052;Sudeste
8976;28;M;SP;2023-01-13;26-35;1172;Sudeste
8977;61;M;ES;2024-01-18;55+;802;Sudeste
8978;29;F;PR;2024-08-09;26-35;598;Sul
8979;20;F;ES;2022-03-22;18-25;1469;Sudeste
8980;56;F;RJ;2024-11-23;55+;492;Sudeste
8981;31;F;SC;2025-03-18;26-35;377;Sul
8982;45;F;RJ;2024-11-19;36-45;496;Sudeste
8983;28;M;SP;2023-05-14;26-35;1051;Sudeste
8984;56;M;RJ;2025-10-24;55+;157;Sudeste
8985;42;M;PR;2023-11-07;36-45;874;Sul
8986;38;Outro;RJ;2025-09-28;36-45;183;Sudeste
8987;27;F;ES;2025-07-14;26-35;259;Sudeste
8988;60;F;SC;2024-06-19;55+;649;Sul
8989;32;M;PR;2022-11-17;26-35;1229;Sul
8990;36;F;RJ;2025-04-17;36-45;347;Sudeste
8991;39;M;MG;2025-09-27;36-45;184;Sudeste
8992;38;M;MG;2023-10-25;36-45;887;Sudeste
8993;61;M;SC;2021-10-08;55+;1634;Sul
8994;49;F;ES;2023-08-27;46-55;946;Sudeste
8995;40;F;SP;2022-06-17;36-45;1382;Sudeste
8996;30;F;SP;2025-02-03;26-35;420;Sudeste
8997;22;M;SC;2024-06-15;18-25;653;Sul
8998;21;F;RJ;2022-08-28;18-25;1310;Sudeste
8999;45;M;PR;2022-04-23;36-45;1437;Sul
9000;31;F;SC;2021-03-30;26-35;1826;Sul
9001;25;M;SP;2024-02-11;18-25;778;Sudeste
9002;26;F;MG;2025-10-23;26-35;158;Sudeste
9003;52;F;SP;2022-09-02;46-55;1305;Sudeste
9004;54;M;MG;2021-05-22;46-55;1773;Sudeste
9005;38;F;SP;2022-10-24;36-45;1253;Sudeste
9006;35;F;ES;2022-07-14;26-35;1355;Sudeste
9007;50;M;SC;2021-02-20;46-55;1864;Sul
9008;25;F;PR;2021-07-27;18-25;1707;Sul
9009;34;M;SC;2022-06-07;26-35;1392;Sul
9010;60;F;RS;2025-03-12;55+;383;Sul
9011;48;F;RJ;2024-07-17;46-55;621;Sudeste
9012;51;F;MG;2024-07-10;46-55;628;Sudeste
9013;23;M;SP;2022-12-10;18-25;1206;Sudeste
9014;39;F;RJ;2024-04-24;36-45;705;Sudeste
9015;31;M;MG;2023-03-19;26-35;1107;Sudeste
9016;20;F;SC;2024-05-29;18-25;670;Sul
9017;29;M;MG;2021-03-22;26-35;1834;Sudeste
9018;53;F;ES;2025-10-24;46-55;157;Sudeste
9019;29;F;SP;2022-02-13;26-35;1506;Sudeste
9020;62;F;RS;2023-09-01;55+;941;Sul
9021;19;F;SC;2023-06-10;18-25;1024;Sul
9022;19;F;RS;2022-11-13;18-25;1233;Sul
9023;32;F;RJ;2021-03-27;26-35;1829;Sudeste
9024;40;F;SP;2025-04-29;36-45;335;Sudeste
9025;46;F;SC;2025-12-02;46-55;118;Sul
9026;34;F;RS;2021-04-14;26-35;1811;Sul
9027;49;M;SP;2024-07-31;46-55;607;Sudeste
9028;24;F;PR;2022-04-05;18-25;1455;Sul
9029;47;F;MG;2023-01-10;46-55;1175;Sudeste
9030;45;F;RS;2025-09-20;36-45;191;Sul
9031;31;F;MG;2022-04-06;26-35;1454;Sudeste
9032;61;F;PR;2024-02-19;55+;770;Sul
9033;47;F;PR;2025-08-12;46-55;230;Sul
9034;34;M;SP;2024-10-07;26-35;539;Sudeste
9035;49;F;MG;2022-03-16;46-55;1475;Sudeste
9036;63;F;RJ;2022-07-23;55+;1346;Sudeste
9037;23;F;ES;2024-04-27;18-25;702;Sudeste
9038;41;F;SC;2023-05-19;36-45;1046;Sul
9039;23;F;PR;2022-07-04;18-25;1365;Sul
9040;44;M;RJ;2025-10-03;36-45;178;Sudeste
9041;35;Outro;RJ;2021-08-17;26-35;1686;Sudeste
9042;41;M;SP;2024-11-10;36-45;505;Sudeste
9043;54;F;PR;2024-02-29;46-55;760;Sul
9044;41;F;RJ;2021-06-20;36-45;1744;Sudeste
9045;55;F;ES;2024-09-15;46-55;561;Sudeste
9046;51;F;RJ;2021-02-04;46-55;1880;Sudeste
9047;57;F;ES;2024-05-09;55+;690;Sudeste
9048;64;M;RS;2024-04-06;55+;723;Sul
9049;32;F;ES;2025-03-13;26-35;382;Sudeste
9050;28;F;ES;2025-03-15;26-35;380;Sudeste
9051;39;M;PR;2024-06-23;36-45;645;Sul
9052;41;F;RS;2024-06-01;36-45;667;Sul
9053;18;M;ES;2021-12-07;18-25;1574;Sudeste
9054;35;F;PR;2022-07-24;26-35;1345;Sul
9055;61;F;RS;2022-06-21;55+;1378;Sul
9056;29;F;RJ;2025-01-03;26-35;451;Sudeste
9057;60;F;RS;2022-06-28;55+;1371;Sul
9058;45;F;ES;2025-07-04;36-45;269;Sudeste
9059;57;M;RS;2025-06-25;55+;278;Sul
9060;24;F;MG;2024-03-19;18-25;741;Sudeste
9061;40;Outro;RJ;2025-09-25;36-45;186;Sudeste
9062;38;F;SC;2025-07-03;36-45;270;Sul
9063;51;F;RS;2021-12-22;46-55;1559;Sul
9064;28;F;RS;2023-01-15;26-35;1170;Sul
9065;39;M;RS;2023-10-17;36-45;895;Sul
9066;59;F;MG;2022-06-17;55+;1382;Sudeste
9067;52;M;MG;2022-01-08;46-55;1542;Sudeste
9068;46;F;SP;2024-12-06;46-55;479;Sudeste
9069;59;F;PR;2024-06-29;55+;639;Sul
9070;45;M;SP;2023-10-13;36-45;899;Sudeste
9071;35;F;PR;2021-01-14;26-35;1901;Sul
9072;31;F;SP;2021-08-03;26-35;1700;Sudeste
9073;35;M;RJ;2022-06-20;26-35;1379;Sudeste
9074;45;F;MG;2023-11-10;36-45;871;Sudeste
9075;41;F;RJ;2023-07-17;36-45;987;Sudeste
9076;25;F;PR;2025-02-20;18-25;403;Sul
9077;59;F;MG;2025-10-04;55+;177;Sudeste
9078;62;F;MG;2022-03-12;55+;1479;Sudeste
9079;25;F;PR;2024-09-06;18-25;570;Sul
9080;21;M;RJ;2023-09-18;18-25;924;Sudeste
9081;44;F;MG;2023-12-12;36-45;839;Sudeste
9082;53;F;SC;2021-12-23;46-55;1558;Sul
9083;22;F;RS;2025-09-18;18-25;193;Sul
9084;50;F;RJ;2022-12-20;46-55;1196;Sudeste
9085;51;M;RJ;2023-05-22;46-55;1043;Sudeste
9086;47;M;RJ;2022-08-30;46-55;1308;Sudeste
9087;25;F;MG;2024-10-03;18-25;543;Sudeste
9088;56;F;ES;2023-02-17;55+;1137;Sudeste
9089;64;M;RS;2021-11-22;55+;1589;Sul
9090;43;F;SP;2022-06-11;36-45;1388;Sudeste
9091;54;F;PR;2022-11-18;46-55;1228;Sul
9092;51;F;RJ;2021-08-07;46-55;1696;Sudeste
9093;24;F;MG;2022-06-06;18-25;1393;Sudeste
9094;57;F;PR;2022-02-09;55+;1510;Sul
9095;45;F;ES;2023-11-09;36-45;872;Sudeste
9096;56;F;SC;2022-08-03;55+;1335;Sul
9097;56;F;ES;2023-03-01;55+;1125;Sudeste
9098;45;F;MG;2021-10-21;36-45;1621;Sudeste
9099;31;F;RJ;2021-01-15;26-35;1900;Sudeste
9100;55;F;ES;2021-11-22;46-55;1589;Sudeste
9101;21;F;RS;2025-07-08;18-25;265;Sul
9102;59;F;ES;2023-08-29;55+;944;Sudeste
9103;35;F;ES;2021-06-07;26-35;1757;Sudeste
9104;61;Outro;RS;2024-02-02;55+;787;Sul
9105;42;M;SC;2025-06-10;36-45;293;Sul
9106;24;F;MG;2025-06-18;18-25;285;Sudeste
9107;55;M;PR;2025-09-06;46-55;205;Sul
9108;45;F;SP;2023-06-19;36-45;1015;Sudeste
9109;22;F;MG;2025-11-13;18-25;137;Sudeste
9110;20;Outro;RJ;2025-12-03;18-25;117;Sudeste
9111;61;Outro;MG;2023-03-17;55+;1109;Sudeste
9112;48;F;MG;2024-07-29;46-55;609;Sudeste
9113;64;F;SC;2021-05-27;55+;1768;Sul
9114;59;F;SP;2022-05-29;55+;1401;Sudeste
9115;37;F;SP;2023-12-28;36-45;823;Sudeste
9116;36;M;SP;2022-05-19;36-45;1411;Sudeste
9117;28;F;PR;2023-12-29;26-35;822;Sul
9118;57;F;MG;2025-05-02;55+;332;Sudeste
9119;20;F;SC;2022-02-17;18-25;1502;Sul
9120;40;F;RJ;2023-12-24;36-45;827;Sudeste
9121;24;M;SP;2022-08-15;18-25;1323;Sudeste
9122;40;M;RS;2023-02-05;36-45;1149;Sul
9123;24;F;SP;2021-08-25;18-25;1678;Sudeste
9124;63;F;RS;2022-01-31;55+;1519;Sul
9125;51;F;MG;2024-03-08;46-55;752;Sudeste
9126;59;F;RJ;2025-12-05;55+;115;Sudeste
9127;36;F;SC;2024-09-01;36-45;575;Sul
9128;26;F;SP;2025-08-17;26-35;225;Sudeste
9129;35;F;MG;2024-12-17;26-35;468;Sudeste
9130;58;F;ES;2021-05-12;55+;1783;Sudeste
9131;62;M;SC;2021-08-14;55+;1689;Sul
9132;59;F;RS;2025-06-16;55+;287;Sul
9133;42;M;PR;2025-02-05;36-45;418;Sul
9134;31;F;SC;2021-04-28;26-35;1797;Sul
9135;61;M;MG;2022-09-30;55+;1277;Sudeste
9136;42;F;SP;2025-10-29;36-45;152;Sudeste
9137;36;M;SC;2021-12-05;36-45;1576;Sul
9138;56;F;RJ;2022-02-23;55+;1496;Sudeste
9139;32;F;RS;2024-12-29;26-35;456;Sul
9140;33;M;ES;2024-04-17;26-35;712;Sudeste
9141;44;F;RJ;2022-04-07;36-45;1453;Sudeste
9142;57;F;RJ;2025-06-09;55+;294;Sudeste
9143;27;M;RJ;2022-11-07;26-35;1239;Sudeste
9144;21;Outro;MG;2025-11-01;18-25;149;Sudeste
9145;36;M;MG;2022-12-19;36-45;1197;Sudeste
9146;45;M;SC;2024-02-02;36-45;787;Sul
9147;38;M;RS;2021-04-24;36-45;1801;Sul
9148;64;F;PR;2025-09-20;55+;191;Sul
9149;31;F;RS;2024-07-18;26-35;620;Sul
9150;50;F;ES;2022-07-17;46-55;1352;Sudeste
9151;27;F;SC;2021-11-02;26-35;1609;Sul
9152;36;F;RJ;2025-10-24;36-45;157;Sudeste
9153;47;F;SC;2022-09-15;46-55;1292;Sul
9154;39;F;RS;2021-02-24;36-45;1860;Sul
9155;20;F;SP;2022-06-08;18-25;1391;Sudeste
9156;54;F;SC;2022-03-10;46-55;1481;Sul
9157;58;F;RS;2021-07-09;55+;1725;Sul
9158;35;F;SC;2022-01-24;26-35;1526;Sul
9159;28;F;RS;2022-10-29;26-35;1248;Sul
9160;19;M;RJ;2024-09-20;18-25;556;Sudeste
9161;29;F;SC;2021-12-12;26-35;1569;Sul
9162;23;M;ES;2021-09-22;18-25;1650;Sudeste
9163;60;F;RJ;2023-05-22;55+;1043;Sudeste
9164;57;F;MG;2024-02-02;55+;787;Sudeste
9165;61;F;MG;2025-08-26;55+;216;Sudeste
9166;46;F;SC;2021-05-21;46-55;1774;Sul
9167;47;F;SC;2023-01-19;46-55;1166;Sul
9168;19;F;ES;2022-07-10;18-25;1359;Sudeste
9169;26;M;RS;2021-08-27;26-35;1676;Sul
9170;64;Outro;RS;2024-12-24;55+;461;Sul
9171;19;Outro;PR;2025-06-21;18-25;282;Sul
9172;46;F;RJ;2024-01-27;46-55;793;Sudeste
9173;50;F;ES;2023-04-16;46-55;1079;Sudeste
9174;27;F;SC;2025-01-24;26-35;430;Sul
9175;51;F;SC;2023-08-28;46-55;945;Sul
9176;61;F;SC;2022-07-19;55+;1350;Sul
9177;25;M;SC;2022-09-13;18-25;1294;Sul
9178;54;M;SP;2021-09-14;46-55;1658;Sudeste
9179;50;M;SC;2023-11-01;46-55;880;Sul
9180;64;M;SC;2021-06-27;55+;1737;Sul
9181;23;F;SP;2024-11-17;18-25;498;Sudeste
9182;61;F;PR;2024-08-10;55+;597;Sul
9183;57;F;RS;2023-09-10;55+;932;Sul
9184;62;F;MG;2022-02-01;55+;1518;Sudeste
9185;36;Outro;SC;2024-11-13;36-45;502;Sul
9186;49;F;RS;2022-06-21;46-55;1378;Sul
9187;44;F;SC;2022-09-30;36-45;1277;Sul
9188;18;F;ES;2021-09-23;18-25;1649;Sudeste
9189;60;F;RJ;2024-03-02;55+;758;Sudeste
9190;50;M;ES;2024-07-25;46-55;613;Sudeste
9191;57;F;SC;2025-04-27;55+;337;Sul
9192;49;F;PR;2023-09-12;46-55;930;Sul
9193;22;F;ES;2024-01-30;18-25;790;Sudeste
9194;34;Outro;PR;2022-02-08;26-35;1511;Sul
9195;25;F;PR;2024-07-31;18-25;607;Sul
9196;59;F;SC;2024-07-24;55+;614;Sul
9197;51;F;PR;2021-05-19;46-55;1776;Sul
9198;26;F;ES;2024-05-29;26-35;670;Sudeste
9199;40;F;SP;2021-03-10;36-45;1846;Sudeste
9200;52;M;RJ;2023-03-16;46-55;1110;Sudeste
9201;24;M;PR;2021-06-26;18-25;1738;Sul
9202;32;F;RS;2024-10-28;26-35;518;Sul
9203;37;F;SC;2025-09-29;36-45;182;Sul
9204;42;M;MG;2022-06-29;36-45;1370;Sudeste
9205;20;M;PR;2021-10-28;18-25;1614;Sul
9206;63;F;RS;2024-06-05;55+;663;Sul
9207;41;F;ES;2025-07-30;36-45;243;Sudeste
9208;51;M;PR;2024-10-27;46-55;519;Sul
9209;63;F;MG;2023-10-12;55+;900;Sudeste
9210;39;F;RS;2022-10-08;36-45;1269;Sul
9211;28;M;SP;2022-02-03;26-35;1516;Sudeste
9212;25;F;ES;2024-03-12;18-25;748;Sudeste
9213;56;M;ES;2023-01-27;55+;1158;Sudeste
9214;60;F;SC;2024-03-06;55+;754;Sul
9215;52;M;ES;2022-07-27;46-55;1342;Sudeste
9216;63;F;MG;2021-02-25;55+;1859;Sudeste
9217;55;F;RS;2025-07-27;46-55;246;Sul
9218;25;M;ES;2022-01-17;18-25;1533;Sudeste
9219;54;M;SP;2022-04-16;46-55;1444;Sudeste
9220;44;M;RJ;2024-05-16;36-45;683;Sudeste
9221;45;F;RJ;2025-07-20;36-45;253;Sudeste
9222;57;F;PR;2022-09-27;55+;1280;Sul
9223;51;F;RJ;2023-01-13;46-55;1172;Sudeste
9224;49;F;MG;2021-02-04;46-55;1880;Sudeste
9225;32;F;RJ;2024-07-13;26-35;625;Sudeste
9226;61;F;MG;2025-06-15;55+;288;Sudeste
9227;34;F;MG;2023-09-03;26-35;939;Sudeste
9228;50;F;PR;2021-01-21;46-55;1894;Sul
9229;64;M;RJ;2024-03-09;55+;751;Sudeste
9230;63;M;PR;2021-09-22;55+;1650;Sul
9231;33;F;ES;2024-11-24;26-35;491;Sudeste
9232;46;M;SP;2022-04-02;46-55;1458;Sudeste
9233;26;F;RS;2024-02-18;26-35;771;Sul
9234;50;F;RJ;2025-10-23;46-55;158;Sudeste
9235;46;M;ES;2023-08-08;46-55;965;Sudeste
9236;30;F;SC;2022-01-18;26-35;1532;Sul
9237;38;F;RS;2022-06-19;36-45;1380;Sul
9238;38;F;RS;2023-11-29;36-45;852;Sul
9239;22;F;RS;2025-11-06;18-25;144;Sul
9240;27;F;ES;2025-11-12;26-35;138;Sudeste
9241;23;F;PR;2025-07-22;18-25;251;Sul
9242;30;M;PR;2023-09-11;26-35;931;Sul
9243;18;M;RS;2023-11-12;18-25;869;Sul
9244;37;F;RS;2025-05-10;36-45;324;Sul
9245;64;F;SP;2021-02-16;55+;1868;Sudeste
9246;63;Outro;SP;2023-01-16;55+;1169;Sudeste
9247;25;F;RS;2022-06-23;18-25;1376;Sul
9248;27;F;SP;2024-11-08;26-35;507;Sudeste
9249;26;F;RS;2025-02-14;26-35;409;Sul
9250;58;F;SP;2023-12-08;55+;843;Sudeste
9251;20;F;RS;2022-11-10;18-25;1236;Sul
9252;28;F;PR;2023-09-11;26-35;931;Sul
9253;29;F;MG;2024-01-10;26-35;810;Sudeste
9254;27;M;PR;2025-07-12;26-35;261;Sul
9255;42;F;MG;2021-02-14;36-45;1870;Sudeste
9256;42;F;PR;2021-10-02;36-45;1640;Sul
9257;28;Outro;SC;2025-09-13;26-35;198;Sul
9258;53;M;PR;2023-09-12;46-55;930;Sul
9259;56;F;SP;2024-08-27;55+;580;Sudeste
9260;43;F;MG;2021-08-20;36-45;1683;Sudeste
9261;31;M;ES;2021-03-27;26-35;1829;Sudeste
9262;56;F;SC;2024-02-03;55+;786;Sul
9263;57;F;ES;2025-11-14;55+;136;Sudeste
9264;18;F;SC;2021-06-26;18-25;1738;Sul
9265;21;F;ES;2025-11-05;18-25;145;Sudeste
9266;47;F;SP;2025-06-02;46-55;301;Sudeste
9267;29;F;ES;2022-09-30;26-35;1277;Sudeste
9268;52;F;RS;2024-04-27;46-55;702;Sul
9269;30;F;PR;2023-12-20;26-35;831;Sul
9270;48;F;SP;2024-05-28;46-55;671;Sudeste
9271;55;F;RS;2022-08-11;46-55;1327;Sul
9272;60;Outro;ES;2022-08-26;55+;1312;Sudeste
9273;40;F;SP;2024-02-14;36-45;775;Sudeste
9274;21;F;PR;2025-02-02;18-25;421;Sul
9275;33;F;SP;2024-04-05;26-35;724;Sudeste
9276;24;M;ES;2022-09-30;18-25;1277;Sudeste
9277;39;F;SP;2025-01-08;36-45;446;Sudeste
9278;46;F;SC;2024-06-10;46-55;658;Sul
9279;28;F;RJ;2021-04-24;26-35;1801;Sudeste
9280;50;F;ES;2023-09-26;46-55;916;Sudeste
9281;46;M;PR;2025-03-12;46-55;383;Sul
9282;56;M;MG;2022-09-04;55+;1303;Sudeste
9283;29;F;SP;2021-05-31;26-35;1764;Sudeste
9284;24;F;SC;2022-08-07;18-25;1331;Sul
9285;56;F;SP;2023-09-15;55+;927;Sudeste
9286;59;F;ES;2022-01-05;55+;1545;Sudeste
9287;43;F;SC;2024-10-04;36-45;542;Sul
9288;57;M;ES;2023-09-02;55+;940;Sudeste
9289;26;F;RJ;2024-04-05;26-35;724;Sudeste
9290;58;F;PR;2021-03-13;55+;1843;Sul
9291;51;F;SC;2023-05-10;46-55;1055;Sul
9292;62;F;SC;2021-12-19;55+;1562;Sul
9293;30;F;SP;2023-11-01;26-35;880;Sudeste
9294;53;F;SP;2023-03-21;46-55;1105;Sudeste
9295;42;F;MG;2023-01-11;36-45;1174;Sudeste
9296;41;F;RS;2022-09-30;36-45;1277;Sul
9297;61;F;SC;2021-06-02;55+;1762;Sul
9298;34;F;SP;2024-03-31;26-35;729;Sudeste
9299;19;F;SP;2022-01-21;18-25;1529;Sudeste
9300;30;F;RS;2022-11-22;26-35;1224;Sul
9301;48;F;RJ;2024-03-13;46-55;747;Sudeste
9302;46;F;MG;2021-05-19;46-55;1776;Sudeste
9303;45;M;RS;2021-07-25;36-45;1709;Sul
9304;44;F;SP;2021-04-06;36-45;1819;Sudeste
9305;32;M;SP;2022-12-27;26-35;1189;Sudeste
9306;48;M;PR;2025-05-24;46-55;310;Sul
9307;57;M;SC;2024-10-11;55+;535;Sul
9308;32;F;SP;2025-02-03;26-35;420;Sudeste
9309;50;F;RJ;2021-11-14;46-55;1597;Sudeste
9310;37;M;SP;2022-05-27;36-45;1403;Sudeste
9311;59;F;SC;2021-01-19;55+;1896;Sul
9312;29;F;SP;2024-12-07;26-35;478;Sudeste
9313;54;F;RS;2022-02-11;46-55;1508;Sul
9314;26;F;ES;2023-08-27;26-35;946;Sudeste
9315;40;M;SP;2024-11-26;36-45;489;Sudeste
9316;25;M;MG;2023-05-13;18-25;1052;Sudeste
9317;49;F;SC;2021-04-11;46-55;1814;Sul
9318;31;F;SC;2022-08-16;26-35;1322;Sul
9319;44;F;ES;2022-11-26;36-45;1220;Sudeste
9320;42;F;MG;2021-01-18;36-45;1897;Sudeste
9321;30;M;MG;2024-03-24;26-35;736;Sudeste
9322;38;F;SC;2021-05-09;36-45;1786;Sul
9323;62;M;RJ;2023-09-19;55+;923;Sudeste
9324;48;F;SP;2024-08-31;46-55;576;Sudeste
9325;54;M;MG;2022-01-01;46-55;1549;Sudeste
9326;60;F;SP;2022-04-07;55+;1453;Sudeste
9327;22;M;SP;2024-03-30;18-25;730;Sudeste
9328;30;M;RS;2025-07-13;26-35;260;Sul
9329;45;F;RJ;2023-07-24;36-45;980;Sudeste
9330;60;F;RJ;2024-10-31;55+;515;Sudeste
9331;42;F;MG;2021-11-28;36-45;1583;Sudeste
9332;52;F;MG;2022-11-16;46-55;1230;Sudeste
9333;64;M;SC;2025-08-16;55+;226;Sul
9334;56;F;RS;2023-06-30;55+;1004;Sul
9335;24;F;RS;2021-01-20;18-25;1895;Sul
9336;55;F;ES;2022-06-30;46-55;1369;Sudeste
9337;49;M;SP;2022-07-26;46-55;1343;Sudeste
9338;20;F;SC;2022-04-07;18-25;1453;Sul
9339;62;F;SP;2024-03-27;55+;733;Sudeste
9340;56;M;RJ;2024-10-19;55+;527;Sudeste
9341;54;F;RJ;2023-06-28;46-55;1006;Sudeste
9342;39;F;RS;2025-10-08;36-45;173;Sul
9343;25;M;SC;2022-08-28;18-25;1310;Sul
9344;34;F;MG;2025-10-20;26-35;161;Sudeste
9345;44;M;ES;2021-11-19;36-45;1592;Sudeste
9346;50;F;RS;2021-03-30;46-55;1826;Sul
9347;63;F;ES;2021-06-22;55+;1742;Sudeste
9348;34;F;RJ;2021-02-09;26-35;1875;Sudeste
9349;59;M;RJ;2023-07-23;55+;981;Sudeste
9350;29;F;ES;2021-07-22;26-35;1712;Sudeste
9351;63;F;ES;2025-10-23;55+;158;Sudeste
9352;44;F;MG;2025-05-02;36-45;332;Sudeste
9353;25;F;ES;2021-08-31;18-25;1672;Sudeste
9354;40;M;SP;2025-03-10;36-45;385;Sudeste
9355;59;Outro;ES;2021-03-29;55+;1827;Sudeste
9356;46;M;PR;2025-08-20;46-55;222;Sul
9357;37;F;ES;2022-11-05;36-45;1241;Sudeste
9358;33;F;RJ;2022-06-16;26-35;1383;Sudeste
9359;34;M;RJ;2022-10-22;26-35;1255;Sudeste
9360;33;F;RS;2022-12-14;26-35;1202;Sul
9361;36;F;PR;2024-03-20;36-45;740;Sul
9362;25;F;SP;2024-01-29;18-25;791;Sudeste
9363;55;F;ES;2021-09-04;46-55;1668;Sudeste
9364;55;F;ES;2022-09-17;46-55;1290;Sudeste
9365;46;F;PR;2023-01-01;46-55;1184;Sul
9366;58;Outro;RS;2025-04-10;55+;354;Sul
9367;53;F;MG;2023-09-12;46-55;930;Sudeste
9368;43;F;MG;2022-05-11;36-45;1419;Sudeste
9369;48;F;RS;2024-08-05;46-55;602;Sul
9370;61;Outro;SP;2022-02-19;55+;1500;Sudeste
9371;29;F;ES;2023-08-28;26-35;945;Sudeste
9372;34;F;ES;2022-09-07;26-35;1300;Sudeste
9373;32;F;ES;2021-03-20;26-35;1836;Sudeste
9374;26;F;RS;2024-11-09;26-35;506;Sul
9375;56;M;RJ;2025-01-01;55+;453;Sudeste
9376;59;F;SC;2022-06-12;55+;1387;Sul
9377;29;F;MG;2024-09-26;26-35;550;Sudeste
9378;49;F;RS;2023-12-19;46-55;832;Sul
9379;42;F;SC;2022-12-07;36-45;1209;Sul
9380;56;F;PR;2022-09-29;55+;1278;Sul
9381;35;Outro;SC;2023-06-18;26-35;1016;Sul
9382;32;F;RJ;2023-06-30;26-35;1004;Sudeste
9383;49;M;RJ;2022-06-28;46-55;1371;Sudeste
9384;23;F;MG;2023-10-13;18-25;899;Sudeste
9385;61;F;ES;2022-11-21;55+;1225;Sudeste
9386;60;F;SP;2021-08-07;55+;1696;Sudeste
9387;52;F;SC;2024-01-29;46-55;791;Sul
9388;51;F;RS;2023-09-22;46-55;920;Sul
9389;55;F;RS;2021-04-13;46-55;1812;Sul
9390;22;F;PR;2023-06-03;18-25;1031;Sul
9391;35;F;MG;2022-09-22;26-35;1285;Sudeste
9392;33;M;SP;2023-01-25;26-35;1160;Sudeste
9393;25;F;MG;2024-02-17;18-25;772;Sudeste
9394;42;F;MG;2021-01-07;36-45;1908;Sudeste
9395;49;F;MG;2022-01-23;46-55;1527;Sudeste
9396;43;M;MG;2025-02-10;36-45;413;Sudeste
9397;39;F;ES;2025-03-26;36-45;369;Sudeste
9398;48;F;RS;2023-04-08;46-55;1087;Sul
9399;60;Outro;RJ;2024-07-28;55+;610;Sudeste
9400;27;F;RS;2021-02-11;26-35;1873;Sul
9401;29;M;RS;2025-05-02;26-35;332;Sul
9402;45;F;SC;2021-04-06;36-45;1819;Sul
9403;23;M;MG;2025-03-08;18-25;387;Sudeste
9404;37;F;SP;2021-09-03;36-45;1669;Sudeste
9405;22;F;SC;2024-06-01;18-25;667;Sul
9406;40;F;SP;2021-04-24;36-45;1801;Sudeste
9407;26;F;SP;2022-06-28;26-35;1371;Sudeste
9408;46;F;RJ;2021-11-26;46-55;1585;Sudeste
9409;33;F;RJ;2025-03-07;26-35;388;Sudeste
9410;63;F;SP;2024-03-22;55+;738;Sudeste
9411;39;M;ES;2024-05-25;36-45;674;Sudeste
9412;25;F;RJ;2025-02-21;18-25;402;Sudeste
9413;37;M;RJ;2025-11-17;36-45;133;Sudeste
9414;31;F;ES;2021-09-29;26-35;1643;Sudeste
9415;56;F;MG;2024-11-24;55+;491;Sudeste
9416;54;M;RJ;2024-10-05;46-55;541;Sudeste
9417;51;F;SC;2024-12-16;46-55;469;Sul
9418;28;M;SP;2021-09-18;26-35;1654;Sudeste
9419;57;F;SP;2025-03-23;55+;372;Sudeste
9420;50;F;ES;2022-12-18;46-55;1198;Sudeste
9421;48;F;SP;2021-09-21;46-55;1651;Sudeste
9422;61;F;RS;2023-03-12;55+;1114;Sul
9423;51;F;PR;2021-11-14;46-55;1597;Sul
9424;24;F;SP;2025-10-04;18-25;177;Sudeste
9425;40;M;ES;2024-02-14;36-45;775;Sudeste
9426;63;F;ES;2024-05-20;55+;679;Sudeste
9427;24;F;ES;2021-06-09;18-25;1755;Sudeste
9428;42;F;RS;2022-04-22;36-45;1438;Sul
9429;20;F;SC;2022-10-03;18-25;1274;Sul
9430;55;F;PR;2023-05-09;46-55;1056;Sul
9431;37;F;RS;2021-05-28;36-45;1767;Sul
9432;51;F;RJ;2025-01-10;46-55;444;Sudeste
9433;61;F;MG;2024-01-07;55+;813;Sudeste
9434;61;F;SP;2023-09-02;55+;940;Sudeste
9435;47;M;SC;2024-07-09;46-55;629;Sul
